"SUID","0.001_ 2_corsparcc.txt(1)_present","0.001_ 3_corsparcc.txt(1)_present","Dn-Score (degree corrected)","DyNet Rewiring (Dn-score)","Edge Count","name","selected","shared name"
"45613","true","true","0.42","10.5","25","BacV5_Otu_000053","false","BacV5_Otu_000053"
"45614","true","true","0.4285714285714285","2.9999999999999996","7","BacV5_Otu_000036","false","BacV5_Otu_000036"
"45615","true","true","0.41666666666666674","7.500000000000001","18","BacV5_Otu_000014","false","BacV5_Otu_000014"
"45616","true","true","0.47959183673469385","23.5","49","BacV5_Otu_000010","false","BacV5_Otu_000010"
"45617","true","true","0.38636363636363635","8.5","22","BacV5_Otu_000002","false","BacV5_Otu_000002"
"45618","true","true","0.4473684210526316","17.0","38","BacV5_Otu_000007","false","BacV5_Otu_000007"
"47961","false","true","0.5","5.5","11","BacV5_Otu_000121","false","BacV5_Otu_000121"
"47962","false","true","0.5","28.5","57","BacV5_Otu_000172","false","BacV5_Otu_000172"
"47963","false","true","0.5000000000000001","1.0000000000000002","2","Ftrad_Otu_00163","false","Ftrad_Otu_00163"
"47964","false","true","0.5","2.0","4","Otrad_Otu_00147","false","Otrad_Otu_00147"
"47965","false","true","0.5000000000000001","1.0000000000000002","2","Ftrad_Otu_00185","false","Ftrad_Otu_00185"
"47966","false","true","0.5","0.5","1","Ftrad_Otu_00045","false","Ftrad_Otu_00045"
"47967","false","true","0.5","0.5","1","BacV5_Otu_000341","false","BacV5_Otu_000341"
"47968","false","true","0.49999999999999994","1.4999999999999998","3","BacV5_Otu_000288","false","BacV5_Otu_000288"
"47969","false","true","0.49999999999999994","1.4999999999999998","3","BacV5_Otu_000262","false","BacV5_Otu_000262"
"47970","false","true","0.5","7.0","14","Ftrad_Otu_00235","false","Ftrad_Otu_00235"
"47971","false","true","0.5","0.5","1","BacV5_Otu_000277","false","BacV5_Otu_000277"
"47972","false","true","0.49999999999999994","1.4999999999999998","3","BacV5_Otu_000425","false","BacV5_Otu_000425"
"47973","false","true","0.5","2.0","4","BacV5_Otu_000389","false","BacV5_Otu_000389"
"47974","false","true","0.5","0.5","1","BacV5_Otu_000258","false","BacV5_Otu_000258"
"47975","false","true","0.49999999999999994","1.4999999999999998","3","Ftrad_Otu_00502","false","Ftrad_Otu_00502"
"47976","false","true","0.5","0.5","1","BacV5_Otu_000186","false","BacV5_Otu_000186"
"47977","false","true","0.5000000000000001","1.0000000000000002","2","BacV5_Otu_000519","false","BacV5_Otu_000519"
"47978","false","true","0.5","0.5","1","BacV5_Otu_000366","false","BacV5_Otu_000366"
"47979","false","true","0.5000000000000001","1.0000000000000002","2","BacV5_Otu_000297","false","BacV5_Otu_000297"
"47980","false","true","0.5","2.0","4","BacV5_Otu_000214","false","BacV5_Otu_000214"
"47981","false","true","0.5000000000000001","1.0000000000000002","2","BacV5_Otu_000212","false","BacV5_Otu_000212"
"47982","false","true","0.5000000000000001","3.5000000000000004","7","Ftrad_Otu_00224","false","Ftrad_Otu_00224"
"47983","false","true","0.5","0.5","1","Ftrad_Otu_00088","false","Ftrad_Otu_00088"
