"Replicate"	"Flowcell"	"Run"	"Locus"	"X.SampleID"	"Ecotype"	"Year"	"mon"	"month_2"	"Day"	"Experiment"	"Month"	"Combi"	"label"	"Group"	"numFtrad_Otu_s"	"c__Agaricomycetes_unclassified"	"c__Agaricostilbomycetes_unclassified"	"c__Arthoniomycetes_unclassified"	"c__Dothideomycetes_unclassified"	"c__Lecanoromycetes_unclassified"	"c__Leotiomycetes_unclassified"	"c__Microbotryomycetes_unclassified"	"c__Sordariomycetes_unclassified"	"c__Tremellomycetes_unclassified"	"k__Fungi_unclassified"	"o__Acrospermales"	"o__Agaricales"	"o__Agaricostilbales"	"o__Amylocorticiales"	"o__Atheliales"	"o__Auriculariales"	"o__Caliciales"	"o__Cantharellales"	"o__Capnodiales"	"o__Chaetosphaeriales"	"o__Chaetothyriales"	"o__Chytridiales"	"o__Corticiales"	"o__Cystobasidiales"	"o__Cystobasidiomycetes_ord_Incertae_sedis"	"o__Cystofilobasidiales"	"o__Diversisporales"	"o__Dothideales"	"o__Entylomatales"	"o__Erysiphales"	"o__Erythrobasidiales"	"o__Eurotiales"	"o__Filobasidiales"	"o__Glomerales"	"o__Glomerellales"	"o__GS08"	"o__Helotiales"	"o__Holtermanniales"	"o__Hymenochaetales"	"o__Hypoceales"	"o__Hypocreales"	"o__Lecanorales"	"o__Lecanoromycetes_ord_Incertae_sedis"	"o__Lepidoptera"	"o__Leucosporidiales"	"o__Lichenostigmatales"	"o__Lulworthiales"	"o__Malasseziales"	"o__Microascales"	"o__Microbotryales"	"o__Microbotryomycetes_ord_Incertae_sedis"	"o__Mortierellales"	"o__Myriangiales"	"o__Myrmecridiales"	"o__Onygenales"	"o__Orbiliales"	"o__Pezizales"	"o__Phacidiales"	"o__Phomatosporales"	"o__Platygloeales"	"o__Pleosporales"	"o__Polyporales"	"o__Rhizophydiales"	"o__Rhytismatales"	"o__Russulales"	"o__Saccharomycetales"	"o__Sebacinales"	"o__Sordariales"	"o__Sporidiobolales"	"o__Taphrinales"	"o__Teloschistales"	"o__Thelebolales"	"o__Trechisporales"	"o__Tremellales"	"o__Tubeufiales"	"o__unclassified_Cercozoa"	"o__unclassified_Chytridiomycetes"	"o__unclassified_Chytridiomycota"	"o__unclassified_Cystobasidiomycetes"	"o__unclassified_Rozellomycota"	"o__unclassified_Taphrinomycetes"	"o__Ustilaginales"	"o__Venturiales"	"o__Xylariales"	"p__Ascomycota_unclassified"	"p__Basidiomycota_unclassified"	"p__Chytridiomycota_unclassified"
"S3"	1	"A"	"Ftrad"	"A.Ftrad.35"	"W"	2015	2	4	17	1	"Feb"	"Feb1W"	0.03	"A.Ftrad.35"	977	0	0	0	0.000295115832964439	0	0	0	0.00177069499778663	0	0.422605872805076	0	0.00118046333185775	0.0129850966504353	0	0.000147557916482219	0	0	0	0.0392504057842703	0.000147557916482219	0.00132802124833997	0	0.000295115832964439	0	0.00339383207909104	0.303526634203925	0.00147557916482219	0.000737789582411096	0.00811568540652206	0.00236092666371551	0.000442673749446658	0.000295115832964439	0.0109192858196842	0	0.000147557916482219	0	0.0104766120702376	0.00295115832964439	0.000147557916482219	0	0.00177069499778663	0.00560720082632433	0	0	0.00368894791205548	0	0	0	0	0.0137228862328464	0.00118046333185775	0.000885347498893316	0.000147557916482219	0	0	0	0.00206581083075107	0	0	0	0.0156411391471152	0.000737789582411096	0	0	0.000590231665928877	0	0	0	0.0259701933008706	0.0135753283163642	0.000147557916482219	0.00132802124833997	0	0.0815995278146673	0.000737789582411096	0.000147557916482219	0	0.000885347498893316	0	0	0.000147557916482219	0.000442673749446658	0.000147557916482219	0.000295115832964439	0.00324627416260882	0.000295115832964439	0
"S4"	1	"A"	"Ftrad"	"A.Ftrad.36"	"C"	2015	2	4	17	1	"Feb"	"Feb1C"	0.03	"A.Ftrad.36"	977	0	0	0	0	0	0	0	0	0	0.0168243953732913	0	0	0.0108657553452506	0	0	0	0.000350508236943568	0	0.0175254118471784	0	0.000350508236943568	0	0.000350508236943568	0	0.00455660708026639	0.354714335786891	0	0	0.00350508236943568	0.00280406589554855	0	0	0.100946372239748	0	0.000350508236943568	0	0.0108657553452506	0.0147213459516299	0	0	0.00490711531720995	0.000350508236943568	0	0	0.0515247108307045	0	0	0	0	0.300035050823694	0.000350508236943568	0.000350508236943568	0	0	0	0	0	0	0	0	0.0101647388713635	0	0	0.000350508236943568	0	0	0	0	0.0140203294777427	0.0276901507185419	0	0.000701016473887136	0	0.048720644935156	0.0010515247108307	0	0	0	0	0	0	0	0	0	0.0010515247108307	0	0
"S41"	2	"B"	"Ftrad"	"B.Ftrad.29"	"C"	2015	3	5	4	1	"Mar"	"Mar1C"	0.03	"B.Ftrad.29"	977	0	0	0	0.000197980597901406	0	0.00069293209265492	0.000494951494753514	9.89902989507028e-05	0	0.0385072262918234	0	0.00108889328845773	0.00455355375173233	0	0	0	0	0.000593941793704217	0.00623638883389428	0	0.000494951494753514	0.00138586418530984	0.000197980597901406	0	0.00069293209265492	0.0428627994456543	0.000494951494753514	0	0.00455355375173233	0.00118788358740843	0	0	0.0105919619877252	0	9.89902989507028e-05	9.89902989507028e-05	0.00623638883389428	0.00069293209265492	0	0	0.00217778657691546	0	0	9.89902989507028e-05	0.731142348049891	0	0	0	0	0.0445456345278163	0.00128687388635914	0.00257374777271827	0	0	0	0	0	0	0	0	0.0105919619877252	0	0	9.89902989507028e-05	0.000197980597901406	0	0	0	0.0152445060384082	0.00989902989507028	0	0.000395961195802811	0	0.0564244704019006	0.000890912690556325	0	0	0.000197980597901406	0	0	9.89902989507028e-05	0	0.00118788358740843	0.000197980597901406	0.000593941793704217	9.89902989507028e-05	0
"S42"	2	"B"	"Ftrad"	"B.Ftrad.30"	"C"	2015	3	5	4	1	"Mar"	"Mar1C"	0.03	"B.Ftrad.30"	977	0	0	0	5.46403300275934e-05	5.46403300275934e-05	0.000109280660055187	0.0259814769281206	0.000273201650137967	0	0.0218561320110373	0	0.00540939267273174	0.0139606043220501	0	0	0	2.73201650137967e-05	2.73201650137967e-05	0.0119662322760429	0	0.000737644455372511	0.000300521815151764	0	0	0.00103816627052427	0.30013933284157	0.00016392099008278	0.00024588148512417	0.00434390623719367	0.000683004125344917	8.19604950413901e-05	5.46403300275934e-05	0.120700489030954	0	0.000601043630303527	0.000382482310193154	0.0127585170614431	0.0430839002267574	0	0	0.00169385023085539	0.00016392099008278	0	5.46403300275934e-05	0.0371827445837773	0.000136600825068983	2.73201650137967e-05	0	2.73201650137967e-05	0.197907275359943	0.000218561320110373	0.00106548643553807	0	0	0	0.000355162145179357	0	0	0	0	0.00688468158347676	0.000191241155096577	0	0	8.19604950413901e-05	0	0	0.000273201650137967	0.0643116684424774	0.0483840122394339	5.46403300275934e-05	0.000683004125344917	0	0.0669344042838019	0.00505423052755239	0	0	0.000300521815151764	0	0	0.00032784198016556	0	0.001611889735814	0.00032784198016556	0.00057372346528973	0.000136600825068983	0
"S44"	2	"B"	"Ftrad"	"B.Ftrad.32"	"C"	2015	3	5	4	1	"Mar"	"Mar1C"	0.03	"B.Ftrad.32"	977	0	0	0	0.000152916889670464	5.09722965568214e-05	2.54861482784107e-05	0.000841042893187553	0	5.09722965568214e-05	0.0271682340647858	0	0.00150368274842623	0.0312460177893315	0	2.54861482784107e-05	0	0	0.000101944593113643	0.00818105359736983	0	0.000458750669011392	0.000331319927619339	0	0.000127430741392053	0.000611667558681856	0.281035757066035	0.000203889186227285	0	0.00976119479063129	0.000586181410403446	0.000101944593113643	0.00379743609348319	0.0235237148609731	0	2.54861482784107e-05	0.000127430741392053	0.00609118943854015	0.0206437801055127	2.54861482784107e-05	0	0.00216632260366491	0	0	0	0.085455055177511	0	0	0	2.54861482784107e-05	0.275097484517165	0.000203889186227285	7.64584448352321e-05	0	0	0	0.000127430741392053	0	0	0	0	0.0061931340316538	0.000254861482784107	0	0	0.000203889186227285	0	0.000101944593113643	0.000101944593113643	0.0190636389122512	0.0137625200703418	5.09722965568214e-05	0.000942987486301195	0	0.17414685118638	0.000713612151795499	0	0	0.00035680607589775	0	0	2.54861482784107e-05	0	0.00364451920381273	5.09722965568214e-05	0.000280347631062518	0.000152916889670464	0
"S45"	2	"B"	"Ftrad"	"B.Ftrad.33"	"S"	2016	3	5	24	2	"Mar"	"Mar2S"	0.03	"B.Ftrad.33"	977	0	0	0	4.39618411219062e-05	0.000131885523365719	0	0.00057150393458478	8.79236822438124e-05	0	0.251505693058425	0	0.000967160504681936	0.0124412010374995	0	0	0	4.39618411219062e-05	0.000175847364487625	0.0470391700004396	0	0.00149470259814481	0.00123093155141337	0	0	0.00158262628038862	0.387787400536334	0.000307732887853343	4.39618411219062e-05	0.00184639732712006	0.000527542093462874	8.79236822438124e-05	4.39618411219062e-05	0.0144634457291071	0	8.79236822438124e-05	4.39618411219062e-05	0.0102431089814041	0.00874840638325933	4.39618411219062e-05	0	0.00109904602804765	4.39618411219062e-05	0	0	0.036092671561085	8.79236822438124e-05	0	0	0	0.0550841869257485	0.00057150393458478	0.000307732887853343	4.39618411219062e-05	0	0	4.39618411219062e-05	0	8.79236822438124e-05	4.39618411219062e-05	0	0.0152547588693014	0.000175847364487625	0	4.39618411219062e-05	0	0	0	0.000219809205609531	0.0192992482525168	0.019694904822614	4.39618411219062e-05	0.00175847364487625	0	0.105112762122478	0.000263771046731437	0.000131885523365719	0	0.000439618411219062	0	0	0.000791313140194311	0	0.000791313140194311	4.39618411219062e-05	0.000307732887853343	0.000527542093462874	0
"S46"	2	"B"	"Ftrad"	"B.Ftrad.34"	"S"	2015	3	5	4	1	"Mar"	"Mar1S"	0.03	"B.Ftrad.34"	977	0	0	0	0.000167630542284804	0	8.38152711424021e-05	0.00167630542284804	0.000586706897996815	0	0.0332746626435337	0	0.00108959852485123	0.00603469952225295	0.000167630542284804	8.38152711424021e-05	0	0	8.38152711424021e-05	0.0193613276338949	0	0.000921967982566424	0.00536417735311374	8.38152711424021e-05	0	0.000921967982566424	0.526946609672282	0.000167630542284804	0.000251445813427206	0.00192775123627525	0.000921967982566424	8.38152711424021e-05	0.000251445813427206	0.00578325370882575	0	0.00368787193026569	0.000167630542284804	0.00678903696253457	0.000586706897996815	0	0	0.00502891626854413	0	0	0	0.192356047271813	0	0	8.38152711424021e-05	0	0.0719135026401811	0.000502891626854413	0.00192775123627525	0	0	0	0.000335261084569609	0	0	0	0	0.0183555443801861	0.000335261084569609	0	0	0.000251445813427206	0	0	0.0124046601290755	0.0204509261587461	0.0233844606487302	8.38152711424021e-05	0.000670522169139217	0	0.0322688793898248	0	8.38152711424021e-05	0	0.000167630542284804	0	0	8.38152711424021e-05	0	0.000335261084569609	0.000335261084569609	0.000335261084569609	0.000838152711424021	0
"S47"	2	"B"	"Ftrad"	"B.Ftrad.35"	"S"	2015	3	5	4	1	"Mar"	"Mar1S"	0.03	"B.Ftrad.35"	977	0	0	0	4.26221123518882e-05	0	0	0.00046884323587077	0.000170488449407553	0	0.00741624754922854	0	0.00110817492114909	0.000639331685278322	0	0	0	0	0.000554087460574546	0.00191799505583497	0	0.000170488449407553	0.00166226238172364	4.26221123518882e-05	0	0.000170488449407553	0.601909470633365	0.000255732674111329	0.000298354786463217	4.26221123518882e-05	0.000298354786463217	0	0.000127866337055664	0.294859773250362	0	0.000298354786463217	0	0.00183275083113119	0.0475662773847072	0	0	0.000639331685278322	0	0	0.000127866337055664	0.00349501321285483	0	0	0	0	0.0025147046287614	0.000255732674111329	0.000383599011166993	0	0	0	0.000127866337055664	0	0	0	0	0.00400647856107749	4.26221123518882e-05	0	0	0	0	0	0	0.0104850396385645	0.00277043730287273	0	0	0	0.0123177904696957	4.26221123518882e-05	0	0	8.52442247037763e-05	0	0	4.26221123518882e-05	0	0.000127866337055664	0	0.000596709572926434	8.52442247037763e-05	0
"S48"	2	"B"	"Ftrad"	"B.Ftrad.36"	"S"	2015	3	5	4	1	"Mar"	"Mar1S"	0.03	"B.Ftrad.36"	977	0	0	0	0	0	0	0.000251481947188791	7.18519849110832e-05	0	0.00743668043829711	0	0.000251481947188791	0.00308963535117658	0	0	0	0	0.000107777977366625	0.00980779594036285	0	0.000251481947188791	0	0	0	0.000359259924555416	0.535261361595114	3.59259924555416e-05	0	0.000251481947188791	0.000143703969822166	7.18519849110832e-05	0	0.0336267289383869	0	0.000143703969822166	0	0.00445482306448716	0.00610741871744207	0	0	0.00147296569067721	3.59259924555416e-05	0	0	0.0664630860427519	0	0	0	0	0.0566912160948446	0.000179629962277708	0.000970001796299623	0	3.59259924555416e-05	0	0.000323333932099874	0	0	0	0	0.00502963894377582	0	0	0	7.18519849110832e-05	0	0	0.000179629962277708	0.129297646847494	0.0320100592778876	0	3.59259924555416e-05	0	0.10282019040776	0.000395185917010957	0	0	3.59259924555416e-05	0	0	0	7.18519849110832e-05	0.00201185557751033	3.59259924555416e-05	0.000107777977366625	0	0
"S49"	2	"B"	"Ftrad"	"B.Ftrad.37"	"K"	2015	3	5	4	1	"Mar"	"Mar1K"	0.03	"B.Ftrad.37"	977	0	0	0	6.97252823873937e-05	0	0	0.0154790126900014	0.000209175847162181	0	0.0814391298284758	0	0.00237065960117138	0.0189652768093711	6.97252823873937e-05	0	0	0.000139450564774787	0.00341653883698229	0.0248919258122995	6.97252823873937e-05	0.0011156045181983	0	0	0.000697252823873937	0.00390461581369405	0.158276391019384	0.000278901129549575	0.000139450564774787	0.000557802259099149	0.00160368149491005	0.000278901129549575	0.000139450564774787	0.0233579695997769	0	6.97252823873937e-05	0	0.0176404964440106	0.00927346255752336	6.97252823873937e-05	0	0.00285873657788314	0.00104587923581091	0	0	0.136452377632129	0	0	0	0	0.33760981731976	0.000278901129549575	0.00383489053130665	0	0	0	0.000209175847162181	0	0	0	0	0.00857620973364942	0.000557802259099149	0	0	0.000278901129549575	0	0	0.00153395621252266	0.0191744526565333	0.015409287407614	6.97252823873937e-05	0.000557802259099149	0	0.0954539115883419	0.00474131920234277	0.000209175847162181	0	0.000697252823873937	0	6.97252823873937e-05	0.000278901129549575	0	0.000278901129549575	0.000418351694324362	0.00481104448473016	6.97252823873937e-05	0
"S5"	1	"A"	"Ftrad"	"A.Ftrad.37"	"C"	2015	2	4	17	1	"Feb"	"Feb1C"	0.03	"A.Ftrad.37"	977	0	0	0	4.12805217857954e-05	0	0	0.00026832339160767	0	6.19207826786931e-05	0.00579991331090425	0	0.00146545852339574	0.0191335218477162	4.12805217857954e-05	0	0	0	2.06402608928977e-05	0.017358459410927	0	0.000598567565894033	0	6.19207826786931e-05	2.06402608928977e-05	0.00414869243947243	0.181572375074821	0.00152737930607443	8.25610435715908e-05	0.00299283782947016	0.00173378191500341	0.00026832339160767	0.000185762348036079	0.0388036904786477	0	0.000185762348036079	0	0.0226836467212946	0.00429317426572272	4.12805217857954e-05	0	0.000288963652500568	4.12805217857954e-05	0	0	0.457573943734649	0	4.12805217857954e-05	0	0	0.154162108609053	0.00482982104893806	0.000371524696072158	0	0	0	0.000825610435715907	0	0	2.06402608928977e-05	0	0.0113108629693079	0.000454085739643749	0	6.19207826786931e-05	0.00026832339160767	0	0	0.00130033643625255	0.00631591983322669	0.016140684018246	0.000103201304464488	0.00189890400214659	0	0.0330244174286363	0.00123841565357386	0.00142417800160994	0	0	6.19207826786931e-05	0	0.000433445478750851	0	0	0	0.00249747156804062	0.00191954426303948	0
"S50"	2	"B"	"Ftrad"	"B.Ftrad.38"	"K"	2015	3	5	4	1	"Mar"	"Mar1K"	0.03	"B.Ftrad.38"	977	0	0	0	0.000188381566863682	0	0	0.00579273318105823	0	0	0.0903760567028516	0	0.00261379424023359	0.0077707396331269	0	2.35476958579603e-05	0	0	2.35476958579603e-05	0.0122683495419973	0	0.0162714578378506	0	0.000164833871005722	0	0.00204864953964255	0.0956036451833188	0.000729978571596769	0.000117738479289801	0.000470953917159206	0.00131867096804578	4.70953917159206e-05	0.000235476958579603	0.0841594649963501	0	0.000635787788164928	0.000188381566863682	0.0309887677490758	0.00202510184378459	0	0	0.00334377281183036	0.000259024654437563	0	0	0.364588974968799	0	0	2.35476958579603e-05	9.41907834318412e-05	0.162926507641227	0.000376763133727365	0.00157769562248334	0	2.35476958579603e-05	0	0.000235476958579603	0	0	0	0	0.0156827654414016	0.000259024654437563	0	0	0.000541597004733087	7.06430875738809e-05	0	0.000941907834318412	0.0160595285751289	0.00991357995620129	7.06430875738809e-05	0.00077707396331269	0	0.0579744272022983	0.00412084677514305	0.000282572350295524	0	0.00197800645206867	7.06430875738809e-05	0	0	0	0.00122448018461394	0.000117738479289801	0.00209574493135847	0.000306120046153484	0
"S51"	2	"B"	"Ftrad"	"B.Ftrad.39"	"K"	2015	3	5	4	1	"Mar"	"Mar1K"	0.03	"B.Ftrad.39"	977	0	0	0	0.000125187781672509	0	0.000187781672508763	0.00744867300951427	6.25938908362544e-05	6.25938908362544e-05	0.0864421632448673	0	0.00325488232348523	0.00838758137205809	0	0	0	0	6.25938908362544e-05	0.0138958437656485	6.25938908362544e-05	0.0176514772158237	0	6.25938908362544e-05	0.000250375563345017	0.0021907861792689	0.0966449674511768	0.00106409614421632	0.000250375563345017	0.000375563345017526	0.000375563345017526	0	6.25938908362544e-05	0.0823109664496745	0	0.00100150225338007	0.000312969454181272	0.0272909364046069	0.00306710065097646	0	0	0.00400600901352028	0.000125187781672509	0	6.25938908362544e-05	0.405483224837256	0	0	0	0	0.12299699549324	0.000250375563345017	0.00375563345017526	0	6.25938908362544e-05	0	0.000312969454181272	0.000187781672508763	0	0	0	0.0162118177265899	0.000250375563345017	0	0	0.000312969454181272	0	0	0.00125187781672509	0.0129569354031047	0.00788683024536805	6.25938908362544e-05	0.000876314471707561	0	0.0597145718577867	0.00519529293940911	0	0	0.00162744116174261	6.25938908362544e-05	0	6.25938908362544e-05	6.25938908362544e-05	0.00125187781672509	0.000250375563345017	0.00131447170756134	0.000500751126690035	0
"S52"	2	"B"	"Ftrad"	"B.Ftrad.40"	"K"	2015	3	5	4	1	"Mar"	"Mar1K"	0.03	"B.Ftrad.40"	977	0	0	0	0	0	0	0.00107743140353397	7.18287602355983e-05	0	0.0183881626203132	0	0.0043815543743715	0.0209021692285591	0	0	0	0	0.00237034908777474	0.00596178709955466	7.18287602355983e-05	0.000646458842120385	0	0	7.18287602355983e-05	0.00043097256141359	0.444404539577647	0	0.00043097256141359	0.000574630081884787	0.000646458842120385	0	0.000143657520471197	0.114926016376957	0	0.000574630081884787	0.000215486280706795	0.00826030742709381	0.00172389024565436	7.18287602355983e-05	0	0.00308863669013073	0.000215486280706795	0	0	0.0822439304697601	0	0	0	0	0.125987645453239	0.00718287602355983	0.00222669156730355	0	7.18287602355983e-05	0	0.000215486280706795	7.18287602355983e-05	0	0	0	0.00244217784801034	0	7.18287602355983e-05	0	7.18287602355983e-05	0	0	0.00043097256141359	0.0283005315328257	0.0112052865967533	0	0.00114926016376957	0	0.106522051429392	0.000215486280706795	7.18287602355983e-05	0	0.000502801321649188	0	0	0	0	0.000502801321649188	0.00043097256141359	0.00043097256141359	0	0
"S54"	2	"B"	"Ftrad"	"B.Ftrad.42"	"K"	2014	12	2	17	1	"Dec"	"Dec1K"	0.03	"B.Ftrad.42"	977	0	0	0	0.00235273444364176	0	0.00104457504344261	7.32178768768183e-05	0.000834683796395728	0	0.133573813382275	0.000268465548548334	0.0203106390456294	0.0248794345627428	0.000234297206005818	0.000527168713513091	0	0.000244059589589394	0.000429544877677334	0.0576078255266806	0.000117148603002909	0.00579885584864401	0	0.000859089755354667	1.46435753753636e-05	0.00364136907667376	0.0391276334029717	0.000439307261260909	0.000229416014214031	0.0135843567565457	0.00374387410430131	0.000893258097897183	0.000527168713513091	0.00455415194173809	0	0.000268465548548334	0	0.0143751098268153	0.00060038659038991	0.000287990315715485	0	0.00498369681941543	7.32178768768182e-05	0.000122029794794697	0	0.0448679149501142	0	0	1.95247671671515e-05	0	0.399964855419099	0.00316789347287034	0.0047542808052014	0	0	0	1.95247671671515e-05	0.000795634262061425	3.90495343343031e-05	0.000649198508307788	0	0.0326454107034774	0.000390495343343031	0	1.95247671671515e-05	0.000927426440439698	0.00246500185485288	1.95247671671515e-05	0.00332897280199934	0.125719975789289	0.0103188394478396	0.000205010055255091	0.00119101079719624	0	0.024322978698479	0.000122029794794697	0.000297752699299061	0	0.0034656461721694	4.88119179178788e-06	0	3.90495343343031e-05	3.41683425425152e-05	0.000903020481480758	0.000839564988187516	0.00174746666146006	9.27426440439698e-05	0
"S56"	2	"B"	"Ftrad"	"B.Ftrad.44"	"K"	2014	12	2	17	1	"Dec"	"Dec1K"	0.03	"B.Ftrad.44"	977	0	0	0	0.00448301926134438	0	0.00031276878567519	0.000977402455234968	0	0	0.362381734302917	0.000156384392837595	0.0185836786822009	0.0669976802981729	0.000573409440404514	0.000443089113039852	0	9.12242291552636e-05	0.00504339666901243	0.046680741262022	1.30320327364662e-05	0.0050564287017489	2.60640654729325e-05	0.000430057080303386	3.90960982093987e-05	0.00272369484192144	0.0681705632444549	0.00268459874371204	0.000430057080303386	0.0170068027210884	0.00729793833242109	0.000390960982093987	0.000534313342195116	0.00578622253499101	0	0.000521281309458649	0	0.0143222039773764	0.00213725336878046	0	0	0.00271066280918498	0.00152474783016655	0	0	0.0110511637605234	0	2.60640654729325e-05	0	0	0.133369823024995	0.0019678369432064	0.00225454166340866	0	1.30320327364662e-05	0	0	0.00162900409205828	0	0.000273672687465791	0	0.0260380014074595	0.00130320327364662	0	2.60640654729325e-05	0.00213725336878046	0	0.000156384392837595	0.000260640654729325	0.108244063909089	0.00761070711809628	5.21281309458649e-05	0.00458727552323612	0	0.051515625407251	0.00020851252378346	0.000508249276722183	0	0.000821018062397373	0	5.21281309458649e-05	0	1.30320327364662e-05	0.00376625746083874	0.00187661271405114	0.00079495399692444	0.000912242291552636	0
"S61"	2	"B"	"Ftrad"	"B.Ftrad.49"	"W"	2016	1	3	15	2	"Jan"	"Jan2W"	0.03	"B.Ftrad.49"	977	3.3447053314603e-05	0	0	0.000167235266573015	6.6894106629206e-05	0	0.000100341159943809	3.3447053314603e-05	6.6894106629206e-05	0.0124757508863469	0	0.0034115994380895	0.0130109037393806	6.6894106629206e-05	0	0.000100341159943809	3.3447053314603e-05	0.000501705799719045	0.0256873369456151	3.3447053314603e-05	0.00254197605190983	0.0022075055187638	0.000234129373202221	0	0.000936517492808884	0.404341427520235	0.00187303498561777	3.3447053314603e-05	0.0170245501371329	0.015419091578032	3.3447053314603e-05	0.000301023479831427	0.00481637567730283	0	0.000133788213258412	0	0.0136129506990434	0.00976653956786407	0.000100341159943809	0	0.00317747006488728	0	0	0	0.058632684460499	3.3447053314603e-05	0	0	6.6894106629206e-05	0.300856244564854	6.6894106629206e-05	0.00321091711820189	0	0	0	0.000100341159943809	3.3447053314603e-05	0.000133788213258412	3.3447053314603e-05	0	0.0226771021473008	0.00103685865275269	3.3447053314603e-05	0	0.000903070439494281	0	0	0.000869623386179678	0.00618770486320155	0.0033112582781457	0.000100341159943809	0.000100341159943809	6.6894106629206e-05	0.0436149575222423	6.6894106629206e-05	6.6894106629206e-05	0	0.000301023479831427	0.000468258746404442	0.00645528128971838	0	0	0.00408054050438156	0.00856244564853836	0.0055522108502241	3.3447053314603e-05	0
"S63"	3	"C"	"Ftrad"	"C.Ftrad.1"	"W"	2016	1	3	15	2	"Jan"	"Jan2W"	0.03	"C.Ftrad.1"	977	0	0	0	0	0	0	0	0	0	0.00513874614594039	0	0.0143884892086331	0.0102774922918808	0	0	0	0	0.00102774922918808	0.0277492291880781	0	0.00205549845837616	0	0	0	0	0.291880781089414	0.00205549845837616	0	0.0441932168550874	0.00822199383350463	0	0	0.0184994861253854	0	0	0	0.265159301130524	0.00102774922918808	0	0	0.00308324768756423	0	0	0	0.0719424460431655	0	0	0	0	0.0811921891058582	0	0.00102774922918808	0	0	0	0	0	0	0	0	0.0184994861253854	0	0	0	0	0	0	0	0.052415210688592	0.0113052415210689	0	0	0	0.0411099691675231	0	0	0	0.0236382322713258	0.00102774922918808	0	0	0	0	0	0.00205549845837616	0.00102774922918808	0
"S64"	3	"C"	"Ftrad"	"C.Ftrad.2"	"W"	2016	1	3	15	2	"Jan"	"Jan2W"	0.03	"C.Ftrad.2"	977	0	0	0	0	0	0	0.00102145045965271	0	0	0.0480081716036772	0	0.0377936670071502	0.00204290091930541	0	0	0	0.00102145045965271	0	0.0183861082737487	0	0.00102145045965271	0	0	0	0	0.0745658835546476	0.0888661899897855	0.00102145045965271	0.00102145045965271	0.00408580183861083	0	0	0.00510725229826353	0	0.00102145045965271	0	0.00715015321756895	0	0	0	0.0112359550561798	0	0	0	0.0469867211440245	0	0	0	0	0.41879468845761	0	0.00715015321756895	0	0	0	0	0.0653728294177732	0	0	0	0.0204290091930541	0.00102145045965271	0	0	0.00204290091930541	0	0	0.00817160367722165	0.0306435137895812	0.0204290091930541	0.00102145045965271	0.00102145045965271	0	0.059244126659857	0	0	0	0.00102145045965271	0	0	0	0	0.00102145045965271	0.00306435137895812	0.00612870275791624	0.00306435137895812	0
"S65"	3	"C"	"Ftrad"	"C.Ftrad.3"	"C"	2015	1	3	15	1	"Jan"	"Jan1C"	0.03	"C.Ftrad.3"	977	0	0	0	0	0	0	0.00248138957816377	0	0	0.00744416873449132	0	0	0.00496277915632754	0	0	0	0	0	0.00992555831265509	0	0	0	0	0	0.00248138957816377	0.818858560794045	0.00744416873449132	0	0.0173697270471464	0	0	0	0	0	0	0	0.0173697270471464	0.0198511166253102	0	0	0.00744416873449132	0	0	0	0.00248138957816377	0	0	0	0	0.00248138957816377	0	0.00248138957816377	0	0	0	0	0	0	0	0	0.0347394540942928	0	0	0	0	0	0	0	0	0	0	0	0	0.0372208436724566	0	0	0	0	0	0	0	0	0	0	0.00496277915632754	0	0
"S66"	3	"C"	"Ftrad"	"C.Ftrad.4"	"C"	2016	1	3	15	2	"Jan"	"Jan2C"	0.03	"C.Ftrad.4"	977	0	0	0	0	0	0	0	0	0	0.0200222469410456	0	0.0222469410456062	0.00333704115684093	0	0	0	0	0	0.0189098998887653	0	0.00222469410456062	0	0	0	0.00111234705228031	0.476084538375973	0.00444938820912125	0	0.0400444938820912	0.00556173526140156	0	0	0.0244716351501669	0	0	0	0.014460511679644	0	0	0	0.00222469410456062	0	0	0	0.0289210233592881	0	0	0	0	0.121245828698554	0.00111234705228031	0.00222469410456062	0	0	0	0	0	0	0	0	0.0233592880978865	0	0	0	0	0	0	0	0.0600667408231368	0.00333704115684093	0.00111234705228031	0.00222469410456062	0	0.115684093437152	0	0	0	0.00111234705228031	0	0	0	0	0.00222469410456062	0	0.00222469410456062	0	0
"S67"	3	"C"	"Ftrad"	"C.Ftrad.5"	"C"	2016	1	3	15	2	"Jan"	"Jan2C"	0.03	"C.Ftrad.5"	977	0	0	0	0	0	0	0	0	0	0.0592991913746631	0	0.0377358490566038	0.0251572327044025	0	0	0	0.000898472596585804	0	0.0431266846361186	0	0.00449236298292902	0	0	0	0	0.330637915543576	0.0161725067385445	0	0.00269541778975741	0.0116801437556155	0	0	0.00359389038634322	0	0.000898472596585804	0	0.087151841868823	0.00718778077268643	0	0	0.00808625336927224	0	0	0	0.000898472596585804	0	0	0	0	0.149146451033243	0	0.0107816711590297	0	0	0	0	0.000898472596585804	0	0	0	0.0152740341419587	0.00179694519317161	0	0	0	0	0	0.000898472596585804	0.00718778077268643	0.00808625336927224	0	0.000898472596585804	0	0.0521114106019766	0	0	0	0.104222821203953	0	0	0	0.000898472596585804	0.00269541778975741	0.00359389038634322	0.00179694519317161	0	0
