"SUID","AverageShortestPathLength","BetweennessCentrality","Class","ClosenessCentrality","ClusteringCoefficient","Core","Degree","Eccentricity","Family","Genus","IsSingleNode","Kingdom","Locus","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","Ocurrence.y1","Ocurrence.y2","Ocurrence.y3","Order","PartnerOfMultiEdgedNodePairs","Phylum","Radiality","Relative.abundance.y1","Relative.abundance.y2","Relative.abundance.y3","selected","SelfLoops","shared name","size","Species","Stress","Taxonomy","TopologicalCoefficient","TotalOcurrence","TotalRelativeabundance"
"10955","2.25503356","0.00757556","c--Dothideomycetes","0.44345238","0.55291005","no","28","5","f--Didymellaceae","g--Didymella","false","k--Fungi","Ftrad","Ftrad-Otu-00061","52.89285714","28","0","0.5625","0.871428571","0.527777778","o--Pleosporales","0","p--Ascomycota","0.82070949","7.67984E-4","0.003907536","2.37151E-4","false","0","Ftrad-Otu-00061","5807","s--Didymella-pomorum","10160","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Pleosporales(100);f--Didymellaceae(100);g--Didymella(96);s--Didymella-pomorum(85);""","0.25307587","0.655339806","0.001649288"
"10956","2.77516779","0.0","c--Tremellomycetes","0.36033857","1.0","no","4","5","f--Bulleribasidiaceae","g--Vishniacozyma","false","k--Fungi","Ftrad","Ftrad-Otu-00050","59.0","4","0","0.578125","0.314285714","0.583333333","o--Tremellales","0","p--Basidiomycota","0.7464046","0.003662443","2.10122E-4","0.001547621","false","0","Ftrad-Otu-00050","8289","s--Vishniacozyma-dimennae","0","""k--Fungi(100);p--Basidiomycota(100);c--Tremellomycetes(100);o--Tremellales(100);f--Bulleribasidiaceae(100);g--Vishniacozyma(100);s--Vishniacozyma-dimennae(100);""","0.5462963","0.490291262","0.001750163"
"10959","2.61744966","1.1502E-4","c--Tremellomycetes","0.38205128","0.77777778","no","10","5","f--Mrakiaceae","g--Udeniomyces","false","k--Fungi","Ftrad","Ftrad-Otu-00095","67.4","10","0","0.40625","0.314285714","0.680555556","o--Cystofilobasidiales","0","p--Basidiomycota","0.76893576","4.90555E-4","6.44E-5","8.61624E-4","false","0","Ftrad-Otu-00095","3055","s--Udeniomyces-pyricola","274","""k--Fungi(100);p--Basidiomycota(100);c--Tremellomycetes(100);o--Cystofilobasidiales(100);f--Mrakiaceae(100);g--Udeniomyces(100);s--Udeniomyces-pyricola(100);""","0.4919708","0.470873786","4.75434E-4"
"10961","2.00671141","0.0110987","c--Actinobacteria","0.49832776","0.60701754","no","76","6","f--Micrococcaceae","g--Arthrobacter","false","k--Bacteria","BacV5","BacV5-Otu-000080","65.73684211","76","0","0.609375","0.585714286","0.958333333","o--Actinomycetales","0","p--Actinobacteria","0.85618408","8.59214E-4","2.48102E-4","0.003459366","false","0","BacV5-Otu-000080","5247","s--psychrolactophilus","25968","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Micrococcaceae(100);g--Arthrobacter(100);s--psychrolactophilus(75);""","0.28329174","0.723300971","0.001560346"
"10964","2.15436242","0.00297409","c--Actinobacteria","0.46417445","0.55179704","no","44","5","f--Microbacteriaceae","f--Microbacteriaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000022","50.27272727","44","0","0.8125","0.957142857","0.930555556","o--Actinomycetales","0","p--Actinobacteria","0.83509108","0.003066222","0.016067537","0.005601493","false","0","BacV5-Otu-000022","21018","f--Microbacteriaceae-unclassified","8486","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Microbacteriaceae(100);f--Microbacteriaceae-unclassified(95);f--Microbacteriaceae-unclassified(95);""","0.22543824","0.902912621","0.008370259"
"10967","2.03020134","0.01061429","c--Alphaproteobacteria","0.49256198","0.52765584","yes","68","5","f--Methylobacteriaceae","g--Methylobacterium","false","k--Bacteria","BacV5","BacV5-Otu-000002","59.0","68","0","1.0","0.985714286","1.0","o--Rhizobiales","0","p--Proteobacteria","0.85282838","0.165845624","0.092259538","0.0475142","false","0","BacV5-Otu-000002","247576","s--adhaesivum","28154","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);f--Methylobacteriaceae(100);g--Methylobacterium(100);s--adhaesivum(100);""","0.25431034","0.995145631","0.099482087"
"10969","2.61744966","9.549E-5","k--Fungi-unclassified","0.38205128","0.74242424","no","12","5","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00174","58.0","12","0","0.375","0.385714286","0.375","k--Fungi-unclassified","0","k--Fungi-unclassified","0.76893576","2.78503E-4","1.23339E-4","2.12216E-4","false","0","Ftrad-Otu-00174","1237","k--Fungi-unclassified","178","""k--Fungi(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);""","0.42028986","0.378640777","2.02609E-4"
"10971","2.10402685","0.00950637","c--Betaproteobacteria","0.47527911","0.62917271","no","53","5","f--Comamonadaceae","f--Comamonadaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000285","68.79245283","53","0","0.703125","0.6","0.513888889","o--Burkholderiales","0","p--Proteobacteria","0.84228188","4.54804E-4","3.79214E-4","9.52E-5","false","0","BacV5-Otu-000285","815","f--Comamonadaceae-unclassified","21466","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Comamonadaceae(100);f--Comamonadaceae-unclassified(82);f--Comamonadaceae-unclassified(82);""","0.31269297","0.601941748","3.03447E-4"
"10973","2.26174497","0.0010068","c--Eurotiomycetes","0.4421365","0.76262626","no","45","6","f--Herpotrichiellaceae","g--Exophiala","false","k--Fungi","Ftrad","Ftrad-Otu-00534","71.17777778","45","0","0.078125","0.014285714","0.25","o--Chaetothyriales","0","p--Ascomycota","0.81975072","8.17E-5","4.12E-7","9.94E-5","false","0","Ftrad-Otu-00534","171","s--Exophiala-sp","3012","""k--Fungi(100);p--Ascomycota(100);c--Eurotiomycetes(100);o--Chaetothyriales(99);f--Herpotrichiellaceae(97);g--Exophiala(97);s--Exophiala-sp(97);""","0.37071759","0.116504854","6.03E-5"
"10976","2.14765101","0.00249936","c--Actinobacteria","0.465625","0.68707483","no","49","5","f--Nocardioidaceae","g--Nocardioides","false","k--Bacteria","BacV5","BacV5-Otu-000143","65.6122449","49","0","0.765625","0.771428571","1.0","o--Actinomycetales","0","p--Actinobacteria","0.83604986","3.06722E-4","4.68151E-4","0.001276306","false","0","BacV5-Otu-000143","2170","g--Nocardioides-unclassified","8972","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Nocardioidaceae(100);g--Nocardioides(100);g--Nocardioides-unclassified(100);""","0.29959929","0.849514563","7.0046E-4"
"10979","2.40268456","0.00169162","c--Sordariomycetes","0.41620112","0.55731225","no","23","5","f--Nectriaceae","g--Fusicolla","false","k--Fungi","Ftrad","Ftrad-Otu-00164","39.65217391","23","0","0.40625","0.428571429","0.291666667","o--Hypocreales","0","p--Ascomycota","0.79961649","3.11438E-4","8.09121E-4","2.73308E-4","false","0","Ftrad-Otu-00164","1382","g--Fusicolla-unclassified","3586","""k--Fungi(100);p--Ascomycota(100);c--Sordariomycetes(100);o--Hypocreales(100);f--Nectriaceae(100);g--Fusicolla(100);g--Fusicolla-unclassified(99);""","0.21667855","0.373786408","4.67227E-4"
"10983","2.0033557","0.0116508","c--Actinobacteria","0.49916248","0.50570776","no","73","5","f--Nocardioidaceae","g--Nocardioides","false","k--Bacteria","BacV5","BacV5-Otu-000127","62.24657534","73","0","0.921875","0.871428571","0.666666667","o--Actinomycetales","0","p--Actinobacteria","0.85666347","0.001233974","0.001110966","5.57786E-4","false","0","BacV5-Otu-000127","2517","g--Nocardioides-unclassified","27904","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Nocardioidaceae(100);g--Nocardioides(100);g--Nocardioides-unclassified(99);""","0.26601101","0.815533981","9.55838E-4"
"10987","2.46644295","1.49E-4","c--Tremellomycetes","0.40544218","0.76190476","no","15","5","f--Bulleribasidiaceae","g--Vishniacozyma","false","k--Fungi","Ftrad","Ftrad-Otu-00022","73.33333333","15","0","0.8125","0.8","0.972222222","o--Tremellales","0","p--Basidiomycota","0.79050815","0.004856304","0.007905392","0.006578989","false","0","Ftrad-Otu-00022","37603","s--Vishniacozyma-victoriae","434","""k--Fungi(100);p--Basidiomycota(100);c--Tremellomycetes(100);o--Tremellales(100);f--Bulleribasidiaceae(100);g--Vishniacozyma(100);s--Vishniacozyma-victoriae(98);""","0.4526749","0.86407767","0.006494506"
"10990","2.58389262","7.24E-6","k--Fungi-unclassified","0.38701299","0.96969697","no","12","5","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00203","66.58333333","12","0","0.265625","0.228571429","0.319444444","k--Fungi-unclassified","0","k--Fungi-unclassified","0.77372963","1.51882E-4","1.08223E-4","1.65208E-4","false","0","Ftrad-Otu-00203","982","k--Fungi-unclassified","40","""k--Fungi(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);""","0.4591954","0.27184466","1.41704E-4"
"10995","2.3557047","4.5948E-4","c--Oomycetes(97)","0.42450142","0.6557971","no","24","6","f--Albuginaceae(97)","g--Albugo(97)","false","k--Stramenopila(97)","Otrad","Otrad-Otu-00002","66.0","24","0","0.96875","0.857142857","0.930555556","o--Albuginales(97)","0","p--Oomycota(97)","0.8063279","0.153983235","0.231472595","0.0922488","false","0","Otrad-Otu-00002","675538","g--Albugo-unclassified(93)","1426","""k--Stramenopila(97);p--Oomycota(97);c--Oomycetes(97);o--Albuginales(97);f--Albuginaceae(97);g--Albugo(97);g--Albugo-unclassified(93);""","0.35106383","0.917475728","0.158737487"
"10999","2.01677852","0.00534741","c--unclassified-Chytridiomycota","0.49584027","0.61153846","no","65","5","f--unclassified-Chytridiomycota","g--unclassified-Chytridiomycota","false","k--Fungi","Ftrad","Ftrad-Otu-00134","70.75384615","65","0","0.3125","0.171428571","0.625","o--unclassified-Chytridiomycota","0","p--Chytridiomycota","0.85474593","1.98469E-4","2.70549E-4","4.57619E-4","false","0","Ftrad-Otu-00134","1803","s--Chytridiomycota-sp","18190","""k--Fungi(100);p--Chytridiomycota(100);c--unclassified-Chytridiomycota(100);o--unclassified-Chytridiomycota(100);f--unclassified-Chytridiomycota(100);g--unclassified-Chytridiomycota(100);s--Chytridiomycota-sp(100);""","0.29728507","0.373786408","3.13539E-4"
"11001","2.2852349","7.6936E-4","k--Fungi-unclassified","0.43759178","0.73277311","no","35","5","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00190","67.34285714","35","0","0.1875","0.242857143","0.5","k--Fungi-unclassified","0","k--Fungi-unclassified","0.81639501","3.79738E-4","2.13E-5","3.41136E-4","false","0","Ftrad-Otu-00190","1108","k--Fungi-unclassified","2742","""k--Fungi(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);""","0.3525804","0.315533981","2.44437E-4"
"11003","2.29865772","0.00117766","c--Flavobacteriia","0.4350365","0.66153846","no","26","5","f--Flavobacteriaceae","g--Flavobacterium","false","k--Bacteria","BacV5","BacV5-Otu-000106","65.34615385","26","0","0.703125","0.8","0.680555556","o--Flavobacteriales","0","p--Bacteroidetes","0.81447747","0.001504638","0.0019751","4.95196E-4","false","0","BacV5-Otu-000106","3373","g--Flavobacterium-unclassified","3416","""k--Bacteria(100);p--Bacteroidetes(100);c--Flavobacteriia(100);o--Flavobacteriales(100);f--Flavobacteriaceae(100);g--Flavobacterium(89);g--Flavobacterium-unclassified(89);""","0.33170636","0.72815534","0.001311689"
"11008","2.1442953","0.00646994","c--Flavobacteriia","0.46635368","0.53737374","no","45","4","f--Flavobacteriaceae","f--Flavobacteriaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000328","63.28888889","45","0","0.640625","0.642857143","0.305555556","o--Flavobacteriales","0","p--Bacteroidetes","0.83652924","2.66875E-4","5.27758E-4","1.01275E-4","false","0","BacV5-Otu-000328","669","f--Flavobacteriaceae-unclassified","15188","""k--Bacteria(100);p--Bacteroidetes(100);c--Flavobacteriia(100);o--Flavobacteriales(100);f--Flavobacteriaceae(100);f--Flavobacteriaceae-unclassified(72);f--Flavobacteriaceae-unclassified(72);""","0.29300412","0.524271845","2.97645E-4"
"11011","2.01342282","0.00462341","c--Actinobacteria","0.49666667","0.61780538","no","70","5","f--Nocardioidaceae","g--Nocardioides","false","k--Bacteria","BacV5","BacV5-Otu-000092","64.91428571","70","0","0.921875","0.842857143","1.0","o--Actinomycetales","0","p--Actinobacteria","0.85522531","9.30031E-4","8.34222E-4","0.002554605","false","0","BacV5-Otu-000092","4323","g--Nocardioides-unclassified","18282","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Nocardioidaceae(100);g--Nocardioides(63);g--Nocardioides-unclassified(63);""","0.27860208","0.922330097","0.001465287"
"11015","2.46644295","0.01014894","c--Betaproteobacteria","0.40544218","0.425","no","16","5","f--Comamonadaceae","g--Polaromonas","false","k--Bacteria","BacV5","BacV5-Otu-000056","43.125","16","0","0.96875","0.985714286","0.986111111","o--Burkholderiales","0","p--Proteobacteria","0.79050815","0.003915891","0.002913915","0.002497706","false","0","BacV5-Otu-000056","9225","g--Polaromonas-unclassified","14856","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Comamonadaceae(100);g--Polaromonas(99);g--Polaromonas-unclassified(99);""","0.2662037","0.980582524","0.003079738"
"11016","3.18120805","0.00672976","c--Betaproteobacteria","0.31434599","0.53333333","no","6","5","f--Oxalobacteraceae","f--Oxalobacteraceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000083","11.0","6","0","0.96875","0.885714286","0.958333333","o--Burkholderiales","0","p--Proteobacteria","0.68839885","0.00165977","0.002072497","0.001693647","false","0","BacV5-Otu-000083","5062","f--Oxalobacteraceae-unclassified","7720","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Oxalobacteraceae(100);f--Oxalobacteraceae-unclassified(94);f--Oxalobacteraceae-unclassified(94);""","0.33854167","0.936893204","0.001811858"
"11018","2.34228188","0.00241027","c--Actinobacteria","0.4269341","0.51282051","no","27","5","f--Geodermatophilaceae","f--Geodermatophilaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000138","44.2962963","27","0","0.875","0.814285714","0.986111111","o--Actinomycetales","0","p--Actinobacteria","0.80824545","4.79248E-4","7.94961E-4","9.88085E-4","false","0","BacV5-Otu-000138","2230","f--Geodermatophilaceae-unclassified","5734","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Geodermatophilaceae(100);f--Geodermatophilaceae-unclassified(61);f--Geodermatophilaceae-unclassified(61);""","0.23815213","0.893203883","7.64375E-4"
"11024","2.13758389","0.00221696","c--Dothideomycetes","0.4678179","0.7281106","no","63","6","f--Pleosporaceae","g--Alternaria","false","k--Fungi","Ftrad","Ftrad-Otu-00031","68.88888889","63","0","0.875","1.0","0.902777778","o--Pleosporales","0","p--Ascomycota","0.83748802","0.00336766","0.007864554","0.002865114","false","0","Ftrad-Otu-00031","22973","s--Alternaria-infectoria","8142","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Pleosporales(100);f--Pleosporaceae(100);g--Alternaria(100);s--Alternaria-infectoria(72);""","0.32494759","0.927184466","0.004720084"
"11026","2.32885906","0.00193505","c--Alphaproteobacteria","0.42939481","0.64778325","no","29","5","f--Hyphomicrobiaceae","g--Hyphomicrobium","false","k--Bacteria","BacV5","BacV5-Otu-000186","61.31034483","29","0","0.78125","0.814285714","0.902777778","o--Rhizobiales","0","p--Proteobacteria","0.81016299","3.94111E-4","3.59064E-4","6.83776E-4","false","0","BacV5-Otu-000186","1423","g--Hyphomicrobium-unclassified","4344","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);f--Hyphomicrobiaceae(100);g--Hyphomicrobium(100);g--Hyphomicrobium-unclassified(100);""","0.32962551","0.834951456","4.83444E-4"
"11028","2.22483221","0.00243458","c--Oomycetes(99)","0.4494721","0.75083056","no","43","5","f--Pythiaceae(99)","g--Pythium(98)","false","k--Stramenopila(99)","Otrad","Otrad-Otu-00003","70.11627907","43","0","0.71875","0.757142857","0.861111111","o--Pythiales(99)","0","p--Oomycota(99)","0.82502397","0.042407743","0.035071928","0.121701907","false","0","Otrad-Otu-00003","119151","s--Pythium-sp(98)","6520","""k--Stramenopila(99);p--Oomycota(99);c--Oomycetes(99);o--Pythiales(99);f--Pythiaceae(99);g--Pythium(98);s--Pythium-sp(98);""","0.34711029","0.781553398","0.067629455"
"11030","2.37248322","0.00282482","c--Betaproteobacteria","0.42149929","0.51692308","no","26","5","f--Nitrosomonadaceae","g--Nitrosovibrio","false","k--Bacteria","BacV5","BacV5-Otu-000197","45.80769231","26","0","0.59375","0.671428571","0.944444444","o--Nitrosomonadales","0","p--Proteobacteria","0.80393097","1.85026E-4","3.26014E-4","8.1713E-4","false","0","BacV5-Otu-000197","1338","s--tenuis","5918","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Nitrosomonadales(100);f--Nitrosomonadaceae(100);g--Nitrosovibrio(98);s--tenuis(98);""","0.25448718","0.742718447","4.53864E-4"
"11034","1.9261745","0.0161028","c--Gammaproteobacteria","0.51916376","0.5145683","no","87","5","f--Pseudomonadaceae","g--Pseudomonas","false","k--Bacteria","BacV5","BacV5-Otu-000009","61.97701149","87","0","0.703125","0.842857143","0.875","o--Pseudomonadales","0","p--Proteobacteria","0.86768936","0.00922617","0.068883227","0.007742011","false","0","BacV5-Otu-000009","95683","s--viridiflava","42194","""k--Bacteria(100);p--Proteobacteria(100);c--Gammaproteobacteria(100);o--Pseudomonadales(100);f--Pseudomonadaceae(100);g--Pseudomonas(100);s--viridiflava(88);""","0.25400415","0.810679612","0.02897925"
"11038","2.23489933","0.00824026","c--Actinobacteria","0.44744745","0.52773109","no","35","5","f--Nocardioidaceae","g--Nocardioides","false","k--Bacteria","BacV5","BacV5-Otu-000120","52.08571429","35","0","0.828125","0.914285714","0.875","o--Actinomycetales","0","p--Actinobacteria","0.82358581","6.76064E-4","0.00104658","9.46263E-4","false","0","BacV5-Otu-000120","2635","g--Nocardioides-unclassified","16798","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Nocardioidaceae(100);g--Nocardioides(100);g--Nocardioides-unclassified(78);""","0.25162181","0.873786408","8.96406E-4"
"11040","2.48993289","5.4444E-4","c--Dothideomycetes","0.40161725","0.55882353","no","17","5","f--Leptosphaeriaceae","g--Leptosphaeria","false","k--Fungi","Ftrad","Ftrad-Otu-00082","48.05882353","17","0","0.640625","0.657142857","0.486111111","o--Pleosporales","0","p--Ascomycota","0.78715244","6.19405E-4","0.001168909","5.15732E-4","false","0","Ftrad-Otu-00082","3749","s--Leptosphaeria-maculans","1534","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Pleosporales(100);f--Leptosphaeriaceae(100);g--Leptosphaeria(100);s--Leptosphaeria-maculans(100);""","0.29850201","0.59223301","7.69895E-4"
"11043","2.59731544","0.01323955","c--Thermoleophilia","0.38501292","0.29166667","no","16","5","f--Gaiellaceae","f--Gaiellaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000113","19.875","16","0","0.9375","0.871428571","0.958333333","o--Gaiellales","0","p--Actinobacteria","0.77181208","0.001148838","7.71327E-4","0.001256753","false","0","BacV5-Otu-000113","2914","f--Gaiellaceae-unclassified","27490","""k--Bacteria(100);p--Actinobacteria(100);c--Thermoleophilia(100);o--Gaiellales(100);f--Gaiellaceae(100);f--Gaiellaceae-unclassified(100);f--Gaiellaceae-unclassified(100);""","0.14943609","0.922330097","0.001058275"
"11046","3.13758389","0.0","c--Betaproteobacteria","0.31871658","0.0","no","1","6","o--SC-I-84-unclassified","o--SC-I-84-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000166","46.0","1","0","0.875","0.8","0.861111111","o--SC-I-84","0","p--Proteobacteria","0.69463087","6.97602E-4","3.61732E-4","7.69584E-4","false","0","BacV5-Otu-000166","1746","o--SC-I-84-unclassified","0","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--SC-I-84(100);o--SC-I-84-unclassified(100);o--SC-I-84-unclassified(100);o--SC-I-84-unclassified(100);""","0.0","0.844660194","6.0863E-4"
"11057","2.29530201","0.00499781","c--Microbotryomycetes","0.43567251","0.45454545","no","33","5","f--Chrysozymaceae","g--Sampaiozyma","false","k--Fungi","Ftrad","Ftrad-Otu-00041","36.6969697","33","0","0.921875","0.5","0.166666667","o--Microbotryomycetes-ord-Incertae-sedis","0","p--Basidiomycota","0.81495686","0.010206547","0.001003865","9.85E-5","false","0","Ftrad-Otu-00041","12285","s--Sampaiozyma-sp","7780","""k--Fungi(100);p--Basidiomycota(100);c--Microbotryomycetes(100);o--Microbotryomycetes-ord-Incertae-sedis(100);f--Chrysozymaceae(100);g--Sampaiozyma(100);s--Sampaiozyma-sp(100);""","0.18707483","0.514563107","0.003546504"
"11058","2.47651007","0.00426363","k--Fungi-unclassified","0.40379404","0.51","no","25","5","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00345","34.72","25","0","0.34375","0.071428571","0.375","k--Fungi-unclassified","0","k--Fungi-unclassified","0.78906999","3.52011E-4","5.51E-5","3.95E-5","false","0","Ftrad-Otu-00345","373","k--Fungi-unclassified","6956","""k--Fungi(73);k--Fungi-unclassified(73);k--Fungi-unclassified(73);k--Fungi-unclassified(73);k--Fungi-unclassified(73);k--Fungi-unclassified(73);k--Fungi-unclassified(73);""","0.22230769","0.262135922","1.41889E-4"
"11061","2.13758389","0.00218257","k--Fungi-unclassified","0.4678179","0.70833333","no","64","6","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00229","70.078125","64","0","0.015625","0.014285714","0.333333333","k--Fungi-unclassified","0","k--Fungi-unclassified","0.83748802","4.64E-5","2.59E-6","3.36991E-4","false","0","Ftrad-Otu-00229","767","k--Fungi-unclassified","7592","""k--Fungi(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);""","0.33530203","0.126213592","1.3307E-4"
"11067","2.20134228","0.01205247","c--Alphaproteobacteria","0.45426829","0.5042735","no","27","5","f--Bradyrhizobiaceae","g--Bradyrhizobium","false","k--Bacteria","BacV5","BacV5-Otu-000096","49.55555556","27","0","1.0","0.9","0.986111111","o--Rhizobiales","0","p--Proteobacteria","0.82837967","0.002000756","0.001420222","0.001191518","false","0","BacV5-Otu-000096","3998","s--elkanii","15936","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);f--Bradyrhizobiaceae(100);g--Bradyrhizobium(99);s--elkanii(71);""","0.22714917","0.961165049","0.001520646"
"11070","3.32214765","9.699E-5","c--Tremellomycetes","0.3010101","0.33333333","no","4","6","f--Bulleribasidiaceae","g--Dioszegia","false","k--Fungi","Ftrad","Ftrad-Otu-00023","10.25","4","0","0.875","0.814285714","0.916666667","o--Tremellales","0","p--Basidiomycota","0.66826462","0.005496789","0.003846759","0.009045846","false","0","Ftrad-Otu-00023","37200","s--Dioszegia-fristingensis","22","""k--Fungi(100);p--Basidiomycota(100);c--Tremellomycetes(100);o--Tremellales(100);f--Bulleribasidiaceae(100);g--Dioszegia(100);s--Dioszegia-fristingensis(100);""","0.31060606","0.868932039","0.006176546"
"11072","2.58724832","9.1675E-4","c--Alphaproteobacteria","0.38651102","0.49450549","no","14","5","f--Acetobacteraceae","f--Acetobacteraceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000156","32.28571429","14","0","0.734375","0.885714286","0.944444444","o--Rhodospirillales","0","p--Proteobacteria","0.77325024","3.9393E-4","5.11624E-4","0.001009844","false","0","BacV5-Otu-000156","1934","f--Acetobacteraceae-unclassified","1326","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhodospirillales(100);f--Acetobacteraceae(100);f--Acetobacteraceae-unclassified(91);f--Acetobacteraceae-unclassified(91);""","0.24274973","0.859223301","6.49194E-4"
"11079","2.10738255","0.0015502","c--Actinobacteria","0.47452229","0.71183673","no","50","5","f--Nocardioidaceae","g--Nocardioides","false","k--Bacteria","BacV5","BacV5-Otu-000209","72.04","50","0","0.859375","0.571428571","0.958333333","o--Actinomycetales","0","p--Actinobacteria","0.84180249","4.10447E-4","1.77269E-4","6.47132E-4","false","0","BacV5-Otu-000209","1195","g--Nocardioides-unclassified","7156","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Nocardioidaceae(100);g--Nocardioides(100);g--Nocardioides-unclassified(100);""","0.31596491","0.796116505","4.13937E-4"
"11081","2.72147651","0.00232972","c--Tremellomycetes","0.3674476","0.58974359","no","13","5","f--Filobasidiaceae","g--Filobasidium","false","k--Fungi","Ftrad","Ftrad-Otu-00024","33.84615385","13","0","0.859375","0.771428571","0.652777778","o--Filobasidiales","0","p--Basidiomycota","0.75407478","0.017625554","0.010829698","0.002165751","false","0","Ftrad-Otu-00024","34054","s--Filobasidium-oeirense","2364","""k--Fungi(100);p--Basidiomycota(100);c--Tremellomycetes(100);o--Filobasidiales(100);f--Filobasidiaceae(100);g--Filobasidium(100);s--Filobasidium-oeirense(100);""","0.30699301","0.757281553","0.009912856"
"11087","2.73489933","2.332E-5","c--Alphaproteobacteria","0.36564417","0.5","no","4","5","f--Rhizobiaceae","f--Rhizobiaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000068","49.5","4","0","0.890625","0.914285714","0.916666667","o--Rhizobiales","0","p--Proteobacteria","0.75215724","0.001287011","7.66085E-4","0.003687889","false","0","BacV5-Otu-000068","6391","f--Rhizobiaceae-unclassified","44","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);f--Rhizobiaceae(94);f--Rhizobiaceae-unclassified(94);f--Rhizobiaceae-unclassified(94);""","0.44196429","0.90776699","0.001949139"
"11101","2.80872483","0.0","p--Ascomycota-unclassified","0.35603345","1.0","no","4","6","p--Ascomycota-unclassified","p--Ascomycota-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00122","67.75","4","0","0.65625","0.8","0.541666667","p--Ascomycota-unclassified","0","p--Ascomycota","0.74161074","4.81115E-4","0.001478319","2.36458E-4","false","0","Ftrad-Otu-00122","2082","p--Ascomycota-unclassified","0","""k--Fungi(100);p--Ascomycota(98);p--Ascomycota-unclassified(98);p--Ascomycota-unclassified(98);p--Ascomycota-unclassified(98);p--Ascomycota-unclassified(98);p--Ascomycota-unclassified(98);""","0.65776699","0.665048544","7.3446E-4"
