ID	S78	S79	S80	S81	S84	S86	S87	S88	S89	S90	S91	S93	S94	S95	S96	S97	S98	S99	S103	S106	S107	S211	S220	S221	S223	S224	S225	S226	S212	S213	S214	S251	S252	S215	S216	S217	S218	S219
BacV5_Otu_000221	0	0	0	1	0	0	1	0	0	0	1	12	5	48	0	5	14	4	10	0	1	76	27	50	3	12	23	4	18	4	4	1	0	123	50	209	34	12
BacV5_Otu_000225	21	16	9	3	27	11	8	61	106	46	34	1	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	15	0	0	0	0	0
BacV5_Otu_000229	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	68	31	20	24	7	66	1	101	21	12	0	0	146	136	10	44	27
BacV5_Otu_000234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	64	2	0	0	0	67	546	8	46	0
BacV5_Otu_000236	3	0	20	2	0	0	0	6	21	0	2	36	6	16	21	2	30	1	2	8	10	2	2	2	4	5	3	4	10	0	6	1	1	2	1	2	1	2
BacV5_Otu_000238	1	0	4	1	1	2	0	7	3	3	6	4	6	11	9	16	13	0	0	8	0	4	0	7	3	10	16	3	18	3	17	9	1	2	18	2	2	11
BacV5_Otu_000241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	35	0	0	0	27	19	76	5	1	21	5	20	1	46	0	0	7	26	4	78	31
BacV5_Otu_000243	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	27	19	128	2	4	16	2	53	6	4	2	0	73	81	9	36	31
BacV5_Otu_000248	2	0	10	2	10	0	1	1	8	6	4	6	19	10	16	32	9	4	0	20	4	27	14	92	7	43	37	0	59	39	2	14	9	13	37	18	14	20
BacV5_Otu_000249	0	0	3	0	1	0	1	3	4	1	2	1	5	5	5	5	7	0	0	7	1	9	4	8	1	9	17	2	18	3	14	6	2	13	13	1	3	8
BacV5_Otu_000250	0	0	17	4	0	0	1	4	5	2	1	60	139	83	13	54	8	3	4	9	34	0	0	0	0	0	0	0	0	3	0	6	1	0	0	0	0	0
BacV5_Otu_000251	22	1	4	0	2	7	1	2	3	0	33	157	62	6	66	13	28	3	29	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	4
BacV5_Otu_000253	1	0	3	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	10	17	201	1	1	6	0	21	2	50	0	2	8	11	74	50	0
BacV5_Otu_000257	0	5	0	1	0	0	0	0	0	4	14	0	2	9	3	0	74	0	1	1	0	150	11	44	8	24	24	0	20	4	11	0	0	63	78	34	44	40
BacV5_Otu_000265	0	0	1	0	0	0	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	19	0	9	14	3	19	0	0	1	16	2	12	8	0	2
BacV5_Otu_000267	3	0	2	2	3	0	1	3	1	2	1	3	9	1	2	15	15	1	0	9	1	10	1	1	0	10	5	3	11	7	0	12	2	0	14	0	3	2
BacV5_Otu_000272	1	0	1	0	0	0	1	1	0	1	0	18	6	4	5	6	13	1	1	5	1	19	9	13	0	10	9	9	37	3	28	0	1	2	0	8	2	3
BacV5_Otu_000276	1	0	1	0	0	0	1	0	1	2	0	6	20	14	18	8	53	1	4	7	10	3	18	12	0	13	6	3	4	15	29	6	1	1	3	4	2	5
BacV5_Otu_000282	1	24	2	0	2	0	1	4	36	5	0	33	11	16	13	8	16	0	2	2	6	0	34	4	0	3	3	179	5	3	0	1	1	3	0	0	0	4
BacV5_Otu_000283	0	0	3	3	0	0	0	0	1	2	0	2	7	10	3	9	1	2	0	5	2	10	9	7	21	9	12	0	24	2	20	2	1	19	24	7	21	26
BacV5_Otu_000284	0	0	2	3	11	0	0	7	0	1	1	2	19	63	0	1	25	118	1	1	1	0	0	0	0	0	2	0	0	0	0	0	110	1	0	0	0	0
BacV5_Otu_000290	0	1	17	3	1	10	0	1	114	13	3	0	4	0	1	4	33	8	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BacV5_Otu_000301	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	5	0	0	0	1	25	11	7	11	32	11	9	44	7	23	7	3	21	11	0	16	17
BacV5_Otu_000305	0	0	1	0	3	2	0	0	2	3	1	10	9	12	28	37	13	4	9	26	3	1	1	2	2	2	6	0	8	1	3	3	0	1	1	2	0	4
BacV5_Otu_000309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	40	4	150	0	0	8	0	17	20	22	0	0	158	22	3	26	61
BacV5_Otu_000335	1	0	1	0	0	0	0	0	0	4	0	117	89	16	46	3	40	10	31	0	2	18	29	45	0	1	1	1	1	15	13	0	0	36	2	17	12	1
BacV5_Otu_000347	2	3	0	0	11	22	2	67	14	14	18	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
BacV5_Otu_000348	7	1	13	2	2	2	7	11	259	88	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BacV5_Otu_000353	1	0	2	2	0	0	1	4	1	1	1	31	23	24	8	35	40	6	6	9	9	3	0	8	0	4	5	0	7	3	1	2	0	2	0	0	0	2
BacV5_Otu_000354	0	0	0	0	0	0	0	0	0	1	0	1	26	48	3	7	140	2	0	1	32	0	0	0	0	2	0	0	11	1	0	0	0	0	0	0	1	0
BacV5_Otu_000355	0	0	1	0	0	0	0	0	0	3	0	3	1	6	2	2	1	1	2	1	0	5	17	23	37	4	2	2	18	2	1	3	4	24	58	9	18	6
BacV5_Otu_000360	14	0	3	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	3	9	12	1	1	8	0	23	0	6	0	0	27	25	26	31	10
BacV5_Otu_000368	16	14	2	4	17	10	10	17	63	48	37	0	1	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0
BacV5_Otu_000371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	15	108	12	52	10	103	4	12	0	0	19	108	11	61	23
BacV5_Otu_000377	1	0	3	5	2	1	5	19	31	7	31	11	43	14	75	22	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
BacV5_Otu_000378	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	0	5	0	0	14	12	45	9	3	7	1	43	3	11	0	0	80	47	11	22	21
BacV5_Otu_000384	0	0	1	0	0	0	0	0	0	0	0	22	27	57	17	54	14	4	8	24	14	1	0	0	0	0	2	1	0	1	0	1	2	0	3	1	0	3
BacV5_Otu_000387	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	20	65	136	0	2	37	10	0	2	6	0	0	23	17	10	45	22
BacV5_Otu_000397	2	0	2	0	0	0	0	1	0	2	0	99	16	26	19	16	45	3	2	9	2	0	2	3	0	1	0	0	1	0	1	1	0	3	0	2	3	1
BacV5_Otu_000401	0	0	0	0	0	1	0	0	0	0	0	77	107	156	4	60	45	2	4	26	13	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0
BacV5_Otu_000402	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	27	15	53	7	1	7	0	16	3	12	0	0	54	40	36	27	14
BacV5_Otu_000408	4	13	2	1	12	4	0	45	103	20	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
BacV5_Otu_000412	0	0	0	0	0	0	1	1	0	3	0	29	23	33	16	31	8	12	10	7	9	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BacV5_Otu_000423	2	0	5	0	0	0	1	1	0	1	2	7	14	12	4	14	12	3	2	3	4	4	2	3	2	10	4	1	12	4	9	4	0	8	0	0	1	3
BacV5_Otu_000424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	32	7	16	3	3	1	0	79	3	0	0	0	13	14	9	23	18
BacV5_Otu_000425	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	9	9	13	9	6	7	0	9	13	0	3	0	2	19	9	11	14
BacV5_Otu_000427	1	0	2	0	0	0	0	0	0	0	0	78	50	54	10	65	112	6	12	14	6	2	1	0	0	0	14	0	1	0	0	3	0	0	0	0	0	0
BacV5_Otu_000430	1	0	6	0	0	0	0	0	1	0	2	12	32	88	59	6	1	58	6	0	18	53	2	2	0	1	0	0	6	0	0	0	3	0	4	0	15	15
BacV5_Otu_000432	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	13	2	17	0	1	1	1	16	2	4	0	0	69	36	36	29	8
BacV5_Otu_000435	0	0	0	0	0	0	0	1	0	27	0	1	1	2	0	1	1	0	0	0	0	28	6	9	90	0	32	3	25	0	0	0	0	7	43	10	4	73
BacV5_Otu_000445	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	4	5	23	66	16	2	0	9	0	2	0	0	11	183	60	57	15
BacV5_Otu_000446	0	1	1	2	0	0	0	0	1	2	5	0	1	2	1	1	0	0	0	0	0	3	0	29	5	0	16	1	43	5	2	1	1	5	24	14	54	7
BacV5_Otu_000450	0	0	0	0	0	0	0	1	0	0	2	3	8	11	4	8	24	15	9	0	4	21	0	0	0	0	3	0	1	0	16	0	0	0	6	0	3	0
BacV5_Otu_000455	0	0	0	0	1	0	0	0	0	0	0	0	7	4	1	17	16	4	10	0	1	13	16	23	12	7	23	2	95	3	11	0	0	30	59	6	35	64
BacV5_Otu_000457	1	0	1	0	0	0	0	0	0	0	1	5	35	136	4	1	7	0	2	1	3	18	2	4	2	0	0	0	0	14	0	0	11	0	16	47	5	0
BacV5_Otu_000459	2	0	5	1	1	0	0	1	3	5	1	7	8	6	4	26	20	2	1	2	8	3	27	8	1	14	13	11	1	7	4	5	0	1	10	2	5	5
BacV5_Otu_000467	0	0	0	0	1	0	1	0	0	0	0	0	0	5	3	3	1	1	0	2	1	0	0	11	0	14	14	3	13	4	19	13	0	0	0	0	10	3
BacV5_Otu_000488	0	0	0	0	0	0	0	0	0	0	0	47	63	31	116	2	7	122	0	0	0	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
BacV5_Otu_000491	3	1	2	1	0	0	1	8	0	19	7	1	0	1	1	0	11	10	5	1	3	3	12	5	10	4	26	8	21	1	0	2	3	12	8	0	14	22
BacV5_Otu_000495	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	12	6	7	7	4	7	0	8	1	20	0	0	39	12	13	4	17
BacV5_Otu_000498	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	2	0	0	6	18	20	9	2	4	0	9	1	4	0	0	49	32	9	22	20
BacV5_Otu_000500	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	36	0	0	31	26	8	2	49	2	0	0	0	40	52	9	32	0
BacV5_Otu_000547	1	0	0	1	0	13	0	1	0	12	2	0	13	11	0	0	0	0	5	0	1	1	1	4	4	1	3	0	0	0	0	1	0	1	5	0	0	12
BacV5_Otu_000548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	40	13	1	6	0	14	2	0	0	0	26	17	0	5	0
BacV5_Otu_000549	1	0	2	6	0	0	0	0	0	0	1	21	2	0	0	4	14	0	0	1	1	7	0	6	2	10	9	0	24	2	13	3	0	0	0	0	2	12
BacV5_Otu_000554	2	0	0	41	35	11	31	3	2	13	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	33	0
BacV5_Otu_000560	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	2	34	1	4	0	10	4	7	22	19	2	6	4	10	4	1	0	0	17	33	13	10	20
BacV5_Otu_000561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	8	13	3	62	14	0	8	8	3	0	0	33	36	17	37	20
BacV5_Otu_000567	0	0	0	0	0	0	0	0	0	1	0	0	1	6	0	1	1	0	5	0	0	13	3	20	18	26	5	0	8	8	0	0	0	1	18	33	30	108
BacV5_Otu_000568	0	0	0	0	0	0	0	0	0	0	0	5	20	4	7	0	8	1	8	0	0	32	2	0	0	0	0	0	0	0	0	0	0	26	178	0	28	0
BacV5_Otu_000574	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	8	26	26	0	8	38	4	20	6	16	0	0	49	0	6	14	19
BacV5_Otu_000593	0	0	5	0	0	0	1	0	0	0	0	68	0	56	7	10	13	3	12	0	8	0	0	2	0	8	0	2	0	0	0	1	40	0	42	2	3	0
BacV5_Otu_000594	1	0	2	4	3	1	1	4	2	1	2	2	0	5	0	13	4	1	11	0	1	4	0	2	0	2	0	8	0	7	15	1	0	0	14	25	6	0
BacV5_Otu_000601	0	0	3	1	0	0	0	0	0	5	0	0	0	1	1	1	0	0	0	0	0	2	8	13	15	1	7	2	12	0	0	1	0	15	7	6	13	14
