Node1,Node2,binarycorrelation,Correlation
dec_BacV5_Otu_000368,dec_BacV5_Otu_000209,Negative,-0.32784220529
dec_BacV5_Otu_000368,dec_BacV5_Otu_000223,Negative,-0.36103948909
dec_BacV5_Otu_000368,dec_BacV5_Otu_000241,Negative,-0.314688873012
dec_Ftrad_Otu_00001,dec_BacV5_Otu_000095,Negative,-0.613787302589
dec_Ftrad_Otu_00001,dec_BacV5_Otu_000129,Negative,-0.541700182489
dec_Ftrad_Otu_00002,dec_BacV5_Otu_000129,Negative,-0.408033440147
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000013,Negative,-0.585314126245
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000027,Negative,-0.658236884795
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000040,Negative,-0.556363719348
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000041,Negative,-0.559172722942
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000043,Negative,-0.514964089726
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000059,Negative,-0.453044117167
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000063,Negative,-0.532238798087
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000065,Negative,-0.446133583479
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000071,Negative,-0.472584182041
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000080,Negative,-0.462549615687
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000084,Negative,-0.566918634057
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000092,Negative,-0.511260976231
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000093,Negative,-0.47322253875
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000103,Negative,-0.46971761996
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000115,Negative,-0.637138992848
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000116,Negative,-0.438389866992
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000126,Negative,-0.502188589708
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000136,Negative,-0.571835499677
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000139,Negative,-0.373512161513
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000143,Negative,-0.505158168827
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000147,Negative,-0.45596211689
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000149,Negative,-0.440058342391
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000152,Negative,-0.576150845842
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000154,Negative,-0.489404403484
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000156,Negative,-0.448446028876
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000172,Negative,-0.405182627373
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000174,Negative,-0.560159127522
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000183,Negative,-0.430146928475
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000187,Negative,-0.438496215102
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000190,Negative,-0.386862970568
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000201,Negative,-0.602901024744
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000203,Negative,-0.393957694687
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000208,Negative,-0.421409958711
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000209,Negative,-0.463679618717
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000221,Negative,-0.353946867516
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000223,Negative,-0.558965892594
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000226,Negative,-0.599406683514
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000243,Negative,-0.491954864449
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000255,Negative,-0.493854432268
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000258,Negative,-0.440816860861
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000261,Negative,-0.404355392151
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000272,Negative,-0.528706320665
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000297,Negative,-0.436824364182
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000305,Negative,-0.449259039727
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000309,Negative,-0.378201817742
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000334,Negative,-0.465653062075
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000344,Negative,-0.565511095648
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000346,Negative,-0.449332086401
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000387,Negative,-0.455121627538
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000403,Negative,-0.450474323853
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000406,Negative,-0.542414985215
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000414,Negative,-0.452446811204
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000424,Negative,-0.541208311812
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000429,Negative,-0.432489008957
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000431,Negative,-0.431649229041
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000444,Negative,-0.428747723099
dec_Ftrad_Otu_00007,dec_BacV5_Otu_000677,Negative,-0.496368495193
dec_Ftrad_Otu_00007,dec_Ftrad_Otu_00003,Negative,-0.64183762105
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000013,Negative,-0.514551173174
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000030,Negative,-0.478791501529
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000040,Negative,-0.513257768165
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000043,Negative,-0.633064922038
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000057,Negative,-0.448513018407
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000063,Negative,-0.518228370814
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000069,Negative,-0.61936878713
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000071,Negative,-0.530998005736
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000089,Negative,-0.454568912873
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000092,Negative,-0.442002049018
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000103,Negative,-0.493716718362
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000107,Negative,-0.542110493951
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000110,Negative,-0.447282342002
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000116,Negative,-0.440322281307
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000136,Negative,-0.396719629737
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000137,Negative,-0.467613228495
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000180,Negative,-0.567018495962
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000195,Negative,-0.395621024678
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000208,Negative,-0.437673257628
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000255,Negative,-0.561816546358
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000272,Negative,-0.497125725168
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000305,Negative,-0.41399976998
dec_Ftrad_Otu_00019,dec_BacV5_Otu_000334,Negative,-0.521021775987
dec_Ftrad_Otu_00019,dec_Ftrad_Otu_00001,Negative,-0.443706319632
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000013,Negative,-0.67458699173
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000027,Negative,-0.587801731224
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000030,Negative,-0.485388919318
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000033,Negative,-0.589521421373
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000034,Negative,-0.503081571745
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000040,Negative,-0.709941864685
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000041,Negative,-0.644785912948
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000043,Negative,-0.756218654922
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000057,Negative,-0.48480383572
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000063,Negative,-0.681851503342
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000071,Negative,-0.689409443852
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000083,Negative,-0.530038717757
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000084,Negative,-0.421733024028
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000088,Negative,-0.468584363244
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000089,Negative,-0.475104978643
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000092,Negative,-0.657706638064
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000103,Negative,-0.620595173965
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000107,Negative,-0.683812193274
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000110,Negative,-0.4018997335
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000115,Negative,-0.486070555444
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000117,Negative,-0.437533916169
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000136,Negative,-0.541893884407
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000138,Negative,-0.471451079436
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000143,Negative,-0.6254352076
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000152,Negative,-0.44178596995
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000155,Negative,-0.486236645423
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000156,Negative,-0.600109287216
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000180,Negative,-0.679503282822
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000182,Negative,-0.406000126959
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000187,Negative,-0.439635440903
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000195,Negative,-0.480545862248
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000201,Negative,-0.481007308912
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000208,Negative,-0.478894297357
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000209,Negative,-0.40521111021
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000216,Negative,-0.428132322602
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000223,Negative,-0.523734536294
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000231,Negative,-0.433698661794
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000255,Negative,-0.654343382995
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000258,Negative,-0.407834196401
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000268,Negative,-0.469417916052
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000272,Negative,-0.554659341789
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000297,Negative,-0.559570011056
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000305,Negative,-0.524084793117
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000334,Negative,-0.515204062185
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000344,Negative,-0.52763647462
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000414,Negative,-0.450515696693
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000424,Negative,-0.358231459095
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000431,Negative,-0.474478345707
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000444,Negative,-0.36375502483
dec_Ftrad_Otu_00041,dec_BacV5_Otu_000462,Negative,-0.448058256471
dec_Ftrad_Otu_00043,dec_BacV5_Otu_000042,Negative,-0.632074909615
dec_Ftrad_Otu_00043,dec_BacV5_Otu_000048,Negative,-0.465745774452
dec_Ftrad_Otu_00043,dec_BacV5_Otu_000146,Negative,-0.43976417616
dec_Ftrad_Otu_00043,dec_BacV5_Otu_000177,Negative,-0.423462301956
dec_Ftrad_Otu_00043,dec_BacV5_Otu_000295,Negative,-0.354159789231
dec_Ftrad_Otu_00043,dec_BacV5_Otu_000417,Negative,-0.358052166706
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000022,Negative,-0.581342442262
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000033,Negative,-0.57821942564
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000043,Negative,-0.434529941857
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000044,Negative,-0.485342603223
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000057,Negative,-0.645689879497
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000062,Negative,-0.48033033115
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000063,Negative,-0.506086050182
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000071,Negative,-0.570775260882
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000103,Negative,-0.453027456721
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000120,Negative,-0.477950978441
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000157,Negative,-0.373918773347
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000179,Negative,-0.410274165264
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000191,Negative,-0.492620931792
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000194,Negative,-0.429296907508
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000199,Negative,-0.492943402128
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000206,Negative,-0.422874812751
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000236,Negative,-0.458875894753
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000247,Negative,-0.380426277547
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000251,Negative,-0.442217599457
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000255,Negative,-0.353960678794
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000272,Negative,-0.405447766712
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000342,Negative,-0.541520559608
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000343,Negative,-0.392050873857
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000385,Negative,-0.464691674748
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000415,Negative,-0.496598419107
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000416,Negative,-0.445302136638
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000431,Negative,-0.365889221287
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000471,Negative,-0.428167679964
dec_Ftrad_Otu_00078,dec_BacV5_Otu_000542,Negative,-0.380420614595
dec_Ftrad_Otu_00078,dec_Ftrad_Otu_00070,Negative,-0.374774700719
dec_Ftrad_Otu_00078,dec_Ftrad_Otu_00073,Negative,-0.433847491954
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000157,Negative,-0.488473582928
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000159,Negative,-0.46114630446
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000179,Negative,-0.474077398565
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000191,Negative,-0.522928356291
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000194,Negative,-0.401963204352
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000206,Negative,-0.437527609859
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000343,Negative,-0.400768098456
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000385,Negative,-0.514992835792
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000394,Negative,-0.469711416118
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000415,Negative,-0.468716454853
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000416,Negative,-0.476495526147
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000471,Negative,-0.39872947628
dec_Ftrad_Otu_00090,dec_BacV5_Otu_000542,Negative,-0.426871664333
dec_Ftrad_Otu_00090,dec_Ftrad_Otu_00061,Negative,-0.523950974582
dec_Ftrad_Otu_00090,dec_Ftrad_Otu_00062,Negative,-0.468641808962
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000013,Negative,-0.467460880407
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000022,Negative,-0.458184415229
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000027,Negative,-0.452695555005
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000030,Negative,-0.509402829552
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000033,Negative,-0.532521336606
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000039,Negative,-0.425455352995
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000043,Negative,-0.544427888804
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000057,Negative,-0.544542598772
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000063,Negative,-0.530590212177
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000071,Negative,-0.519718757187
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000083,Negative,-0.452761237439
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000089,Negative,-0.552466518837
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000092,Negative,-0.519859425467
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000103,Negative,-0.468580821594
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000110,Negative,-0.370253375232
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000120,Negative,-0.386687694984
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000138,Negative,-0.504434299787
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000143,Negative,-0.467445364237
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000156,Negative,-0.369414207779
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000180,Negative,-0.440272676003
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000195,Negative,-0.514581889799
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000203,Negative,-0.335017172192
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000211,Negative,-0.412052765845
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000231,Negative,-0.375644600301
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000255,Negative,-0.364348884073
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000272,Negative,-0.397214962025
dec_Ftrad_Otu_00142,dec_BacV5_Otu_000342,Negative,-0.382675799368
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000013,Negative,-0.619009645233
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000027,Negative,-0.548278106282
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000040,Negative,-0.446957479086
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000041,Negative,-0.549778577052
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000043,Negative,-0.468521218415
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000050,Negative,-0.421002955901
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000063,Negative,-0.500630166857
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000065,Negative,-0.479878283618
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000071,Negative,-0.503182825575
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000080,Negative,-0.439932776078
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000083,Negative,-0.514429907387
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000084,Negative,-0.463269505322
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000092,Negative,-0.527706984126
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000103,Negative,-0.398253981439
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000112,Negative,-0.44491785197
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000136,Negative,-0.485429472005
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000143,Negative,-0.518812552742
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000152,Negative,-0.498584331608
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000156,Negative,-0.399441829054
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000170,Negative,-0.430846075343
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000174,Negative,-0.415115199947
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000180,Negative,-0.450993688518
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000182,Negative,-0.439783513711
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000183,Negative,-0.4504864687
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000185,Negative,-0.389338701222
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000190,Negative,-0.424666074505
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000201,Negative,-0.529989302291
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000209,Negative,-0.417452756749
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000214,Negative,-0.373687735448
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000223,Negative,-0.5046571356
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000226,Negative,-0.474162955591
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000243,Negative,-0.351371723939
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000249,Negative,-0.436866491978
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000255,Negative,-0.465398011718
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000268,Negative,-0.408559894179
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000276,Negative,-0.482065899576
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000297,Negative,-0.380819930386
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000305,Negative,-0.464889681738
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000334,Negative,-0.387147189806
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000344,Negative,-0.450914956999
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000406,Negative,-0.421026479521
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000414,Negative,-0.439744313369
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000424,Negative,-0.362334921933
dec_Ftrad_Otu_00149,dec_BacV5_Otu_000462,Negative,-0.415933817119
dec_Ftrad_Otu_00149,dec_Ftrad_Otu_00091,Negative,-0.503068736383
dec_Ftrad_Otu_00149,dec_Ftrad_Otu_00113,Negative,-0.388749388998
dec_Ftrad_Otu_00151,dec_BacV5_Otu_000027,Negative,-0.38710364501
dec_Ftrad_Otu_00151,dec_BacV5_Otu_000065,Negative,-0.426824144536
dec_Ftrad_Otu_00151,dec_BacV5_Otu_000158,Negative,-0.391437371786
dec_Ftrad_Otu_00151,dec_BacV5_Otu_000172,Negative,-0.42713371715
dec_Ftrad_Otu_00151,dec_BacV5_Otu_000173,Negative,-0.354657414446
dec_Ftrad_Otu_00151,dec_BacV5_Otu_000190,Negative,-0.381444506124
dec_Ftrad_Otu_00151,dec_BacV5_Otu_000197,Negative,-0.448103246551
dec_Ftrad_Otu_00151,dec_BacV5_Otu_000201,Negative,-0.456755793602
dec_Ftrad_Otu_00151,dec_BacV5_Otu_000261,Negative,-0.313584921594
dec_Ftrad_Otu_00151,dec_BacV5_Otu_000418,Negative,-0.383958565374
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000013,Negative,-0.462387033982
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000022,Negative,-0.472218536527
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000033,Negative,-0.513929806716
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000041,Negative,-0.388787790569
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000043,Negative,-0.461426132869
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000057,Negative,-0.617763118397
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000062,Negative,-0.566574624036
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000063,Negative,-0.519510803831
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000069,Negative,-0.508424766832
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000071,Negative,-0.550350225746
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000089,Negative,-0.397840500217
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000103,Negative,-0.521599676329
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000105,Negative,-0.444400597726
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000107,Negative,-0.475912097349
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000110,Negative,-0.416605327114
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000137,Negative,-0.396064955951
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000180,Negative,-0.406765979393
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000195,Negative,-0.434573447969
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000199,Negative,-0.469096703133
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000211,Negative,-0.421045445705
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000231,Negative,-0.420006241825
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000236,Negative,-0.402006040195
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000272,Negative,-0.364719313984
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000334,Negative,-0.368790019742
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000342,Negative,-0.440871727272
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000343,Negative,-0.345985921755
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000431,Negative,-0.368140794374
dec_Ftrad_Otu_00210,dec_BacV5_Otu_000462,Negative,-0.399762064648
dec_Ftrad_Otu_00210,dec_Ftrad_Otu_00043,Negative,-0.485691319123
dec_Ftrad_Otu_00210,dec_Ftrad_Otu_00190,Negative,-0.382716892882
dec_Ftrad_Otu_00258,dec_BacV5_Otu_000022,Negative,-0.463356489094
dec_Ftrad_Otu_00258,dec_BacV5_Otu_000062,Negative,-0.369005473966
dec_Ftrad_Otu_00258,dec_BacV5_Otu_000089,Negative,-0.408457588266
dec_Ftrad_Otu_00258,dec_BacV5_Otu_000199,Negative,-0.363464618656
dec_Ftrad_Otu_00258,dec_BacV5_Otu_000236,Negative,-0.354037166844
dec_Ftrad_Otu_00258,dec_BacV5_Otu_000342,Negative,-0.321802443585
dec_Ftrad_Otu_00258,dec_Ftrad_Otu_00061,Negative,-0.396257417877
dec_BacV5_Otu_000071,dec_BacV5_Otu_000042,Negative,-0.490525887062
dec_BacV5_Otu_000251,dec_BacV5_Otu_000095,Negative,-0.360900444685
dec_BacV5_Otu_000251,dec_BacV5_Otu_000145,Negative,-0.330137783561
dec_BacV5_Otu_000424,dec_BacV5_Otu_000248,Negative,-0.298914170784
dec_Ftrad_Otu_00003,dec_BacV5_Otu_000061,Negative,-0.474021494583
dec_Ftrad_Otu_00003,dec_BacV5_Otu_000179,Negative,-0.485577190492
dec_Ftrad_Otu_00003,dec_BacV5_Otu_000191,Negative,-0.472628671954
dec_Ftrad_Otu_00003,dec_BacV5_Otu_000206,Negative,-0.415488307064
dec_Ftrad_Otu_00003,dec_BacV5_Otu_000385,Negative,-0.404420747216
dec_Ftrad_Otu_00003,dec_BacV5_Otu_000394,Negative,-0.472882400623
dec_Ftrad_Otu_00003,dec_BacV5_Otu_000415,Negative,-0.422201097525
dec_Ftrad_Otu_00003,dec_BacV5_Otu_000416,Negative,-0.46108304517
dec_Ftrad_Otu_00004,dec_BacV5_Otu_000008,Negative,-0.608575465398
dec_Ftrad_Otu_00005,dec_BacV5_Otu_000008,Negative,-0.492356524918
dec_Ftrad_Otu_00005,dec_BacV5_Otu_000010,Negative,-0.473354095825
